id,class,H,T
1180,1,1.17,11.01
1181,1,1.14,11.2
1182,1,1.13,11.21
1183,1,1.11,11.21
1184,1,1.17,11.21
1185,1,1.23,11.2
1186,1,1.3,11.1
1187,1,1.36,11.02
1188,1,1.39,11.02
1189,1,1.43,11.05
1190,1,1.47,11.15
1191,1,1.5,11.22
1192,1,1.51,11.22
1193,1,1.52,11.4
1194,1,1.5,11.89
1195,1,1.31,5.05
1196,1,1.31,5.05
1197,1,1.31,5.05
1198,1,1.31,5.05
1199,1,1.31,5.05
1200,1,1.31,5.05
1201,1,1.31,5.05
1202,1,1.31,5.05
1203,1,1.31,5.05
1204,1,1.31,5.05
1205,1,1.31,5.05
1206,1,1.31,5.05
1207,1,1.31,5.05
1208,1,1.31,5.05
1209,1,1.31,5.05
1210,1,1.31,5.05
1211,1,1.31,5.05
1212,1,1.31,5.05
1213,1,1.31,5.05
1214,1,1.31,5.05
1215,1,1.31,5.05
1216,1,1.31,5.05
1217,1,1.31,5.05
1218,1,1.31,5.05
1219,1,1.31,5.05
1220,1,1.31,5.05
1221,1,1.31,5.05
1222,1,1.31,5.05
1223,1,1.31,5.05
1224,1,1.31,5.05
1225,1,1.31,5.05
1226,1,1.31,5.05
1227,1,1.31,5.05
1228,1,1.31,5.05
1229,1,1.31,5.05
1230,1,1.31,5.05
1231,1,1.31,5.05
1232,1,1.31,5.05
1233,1,1.31,5.05
1234,1,1.31,5.05
1235,1,1.31,5.05
1236,1,1.31,5.05
1237,1,1.31,5.05
1238,1,1.31,5.05
1239,1,1.31,5.05
1240,1,1.31,5.05
1241,1,1.31,5.05
1242,1,1.31,5.05
1243,1,1.31,5.05
1244,1,1.31,5.05
1245,1,1.31,5.05
1246,1,1.31,5.05
1247,1,1.31,5.05
1248,1,1.31,5.05
1249,1,1.31,5.05
1250,1,1.31,5.05
1251,1,1.31,5.05
1252,1,1.31,5.05
1253,1,1.31,5.05
1254,1,1.31,5.05
1255,1,1.31,5.05
1256,1,1.31,5.05
1257,1,1.31,5.05
1258,1,1.31,5.05
1259,1,1.31,5.05
1260,1,1.31,5.05
1261,1,1.31,5.05
1262,1,1.31,5.05
1263,1,1.31,5.05
1264,1,1.31,5.05
1265,1,1.31,5.05
1266,1,1.31,5.05
1267,1,1.31,5.05
1268,1,1.31,5.05
1269,1,1.31,5.05
1270,1,1.31,5.05
1271,1,1.31,5.05
1272,1,1.31,5.05
1273,1,1.31,5.05
1274,1,1.31,5.05
1275,1,1.31,5.05
1276,1,1.31,5.05
1277,1,1.31,5.05
1278,1,1.31,5.05
1279,1,1.31,5.05
1280,1,1.31,5.05
1281,1,1.31,5.05
1282,1,1.31,5.05
1283,1,1.31,5.05
1284,1,1.31,5.05
1285,1,1.31,5.05
1286,1,1.31,5.05
1287,1,1.31,5.05
1288,1,1.31,5.05
1289,1,1.31,5.05
1290,1,1.31,5.05
1291,1,1.31,5.05
1292,1,1.31,5.05
1293,1,1.31,5.05
1294,1,1.31,5.05
1295,1,1.31,5.05
1296,1,1.31,5.05
1297,1,1.31,5.05
1298,1,1.31,5.05
1299,1,1.31,5.05
1300,1,1.31,5.05
1301,1,1.31,5.05
1302,1,1.31,5.05
1303,1,1.31,5.05
1304,1,1.31,5.05
1305,1,1.31,5.05
1306,1,1.31,5.05
1307,1,1.31,5.05
1308,1,1.31,5.05
1309,1,1.31,5.05
1310,1,1.31,5.05
1311,1,1.31,5.05
1312,1,1.31,5.05
1313,1,1.31,5.05
1314,1,1.31,5.05
1315,1,1.31,5.05
1316,1,1.31,5.05
1317,1,1.31,5.05
1318,1,1.31,5.05
1319,1,1.31,5.05
1320,1,1.31,5.05
1321,1,1.31,5.05
1322,1,1.31,5.05
1323,1,1.31,5.05
1324,1,1.31,5.05
1325,1,1.31,5.05
1326,1,1.31,5.05
1327,1,1.31,5.05
1328,1,1.31,5.05
1329,1,1.31,5.05
1330,1,1.31,5.05
1331,1,1.31,5.05
1332,1,1.31,5.05
1333,1,1.31,5.05
1334,1,1.31,5.05
1335,1,1.31,5.05
1336,1,1.31,5.05
1337,1,1.31,5.05
1338,1,1.31,5.05
1339,1,1.31,5.05
1340,1,1.31,5.05
1341,1,1.31,5.05
1342,1,1.31,5.05
1343,1,1.31,5.05
1344,1,1.31,5.05
1345,1,1.31,5.05
1346,1,1.31,5.05
1347,1,1.31,5.05
1348,1,1.31,5.05
1349,1,1.31,5.05
1350,1,1.31,5.05
1351,1,1.31,5.05
1352,1,1.31,5.05
1353,1,1.31,5.05
1354,1,1.31,5.05
1355,1,1.31,5.05
1356,1,1.31,5.05
1357,1,1.31,5.05
1358,1,1.31,5.05
1359,1,1.31,5.05
1360,1,1.31,5.05
1361,1,1.31,5.05
1362,1,1.31,5.05
1363,1,1.31,5.05
1364,1,1.31,5.05
1365,1,1.31,5.05
1366,1,1.31,5.05
1367,1,1.31,5.05
1368,1,1.31,5.05
1369,1,1.31,5.05
1370,1,1.31,5.05
1371,1,1.31,5.05
1372,1,1.31,5.05
1373,1,1.31,5.05
1374,1,1.31,5.05
1375,1,1.31,5.05
1376,1,1.31,5.05
1377,1,1.31,5.05
1378,1,1.31,5.05
1379,1,1.31,5.05
1380,1,1.31,5.05
1381,1,1.31,5.05
1382,1,1.31,5.05
1383,1,1.31,5.05
1384,1,1.31,5.05
1385,1,1.31,5.05
1386,1,1.31,5.05
1387,1,1.31,5.05
1388,1,1.31,5.05
1389,1,1.31,5.05
1390,1,1.31,5.05
1391,1,1.31,5.05
1392,1,1.31,5.05
1393,1,1.31,5.05
1394,1,1.31,5.05
1395,1,1.31,5.05
1396,1,1.31,5.05
1397,1,1.31,5.05
1398,1,1.31,5.05
1399,1,1.31,5.05
1400,1,1.31,5.05
1401,1,1.31,5.05
1402,1,1.31,5.05
1403,1,1.31,5.05
1404,1,1.31,5.05
1405,1,1.31,5.05
1406,1,1.31,5.05
1407,1,1.31,5.05
1408,1,1.31,5.05
1409,1,1.31,5.05
1410,1,1.31,5.05
1411,1,1.31,5.05
1412,1,1.31,5.05
1413,1,1.31,5.05
1414,1,1.31,5.05
1415,1,1.31,5.05
1416,1,1.31,5.05
1417,1,1.31,5.05
1418,1,1.31,5.05
1419,1,1.31,5.05
1420,1,1.31,5.05
1421,1,1.31,5.05
1422,1,1.31,5.05
1423,1,1.31,5.05
1424,1,1.31,5.05
1425,1,1.31,5.05
1426,1,1.31,5.05
1427,1,1.31,5.05
1428,1,1.31,5.05
1429,1,1.31,5.05
1430,1,1.31,5.05
1431,1,1.31,5.05
1432,1,1.31,5.05
1433,1,1.31,5.05
1434,1,1.31,5.05
1435,1,1.31,5.05
1436,1,1.31,5.05
1437,1,1.31,5.05
1438,1,1.31,5.05
1439,1,1.31,5.05
1440,1,1.31,5.05
1441,1,1.31,5.05
1442,1,1.31,5.05
1443,1,1.31,5.05
1444,1,1.31,5.05
1445,1,1.31,5.05
1446,1,1.31,5.05
1447,1,1.31,5.05
1448,1,1.31,5.05
1449,1,1.31,5.05
1450,1,1.31,5.05
1451,1,1.31,5.05
1452,1,1.31,5.05
1453,1,1.31,5.05
1454,1,1.31,5.05
1455,1,1.31,5.05
1456,1,1.31,5.05
1457,1,1.31,5.05
1458,1,1.31,5.05
1459,1,1.31,5.05
1460,1,1.31,5.05
1461,1,1.31,5.05
1462,1,1.31,5.05
1463,1,1.31,5.05
1464,1,1.31,5.05
1465,1,1.31,5.05
1466,1,1.31,5.05
1467,1,1.31,5.05
1468,1,1.31,5.05
1469,1,1.31,5.05
1470,1,1.31,5.05
1471,1,1.31,5.05
1472,1,1.31,5.05
1473,1,1.31,5.05
1474,1,1.31,5.05
1475,1,1.31,5.05
1476,1,1.31,5.05
1477,1,1.31,5.05
1478,1,1.31,5.05
1479,1,1.31,5.05
1480,1,1.31,5.05
1481,1,1.31,5.05
1482,1,1.31,5.05
1483,1,1.31,5.05
1484,1,1.31,5.05
1485,1,1.31,5.05
1486,1,1.31,5.05
1487,1,1.31,5.05
1488,1,1.31,5.05
1489,1,1.31,5.05
1490,1,1.31,5.05
1491,1,1.31,5.05
1492,1,1.31,5.05
1493,1,1.31,5.05
1494,1,1.31,5.05
1495,1,1.31,5.05
1496,1,1.31,5.05
1497,1,1.31,5.05
1498,1,1.31,5.05
1499,1,1.31,5.05
1500,1,1.31,5.05
1501,1,1.31,5.05
1502,1,1.31,5.05
1503,1,1.31,5.05
1504,1,1.31,5.05
1505,1,1.31,5.05
1506,1,1.31,5.05
1507,1,1.31,5.05
1508,1,1.31,5.05
1509,1,1.31,5.05
1510,1,1.31,5.05
1511,1,1.31,5.05
1512,1,1.31,5.05
1513,1,1.31,5.05
1514,1,1.31,5.05
1515,1,1.31,5.05
1516,1,1.31,5.05
1517,1,1.31,5.05
1518,1,1.31,5.05
1519,1,1.31,5.05
1520,1,1.31,5.05
1521,1,1.31,5.05
1522,1,1.31,5.05
1523,1,1.31,5.05
1524,1,1.31,5.05
1525,1,1.31,5.05
1526,1,1.31,5.05
1527,1,1.31,5.05
1528,1,1.31,5.05
1529,1,1.31,5.05
1530,1,1.31,5.05
1531,1,1.31,5.05
1532,1,1.31,5.05
1533,1,1.31,5.05
1534,1,1.31,5.05
1535,1,1.31,5.05
1536,1,1.31,5.05
1537,1,1.31,5.05
1538,1,1.31,5.05
1539,1,1.31,5.05
1540,1,1.31,5.05
1541,1,1.31,5.05
1542,1,1.31,5.05
1543,1,1.31,5.05
1544,1,1.31,5.05
1545,1,1.31,5.05
1546,1,1.31,5.05
1547,1,1.31,5.05
1548,1,1.31,5.05
1549,1,1.31,5.05
1550,1,1.31,5.05
1551,1,1.31,5.05
1552,1,1.31,5.05
1553,1,1.31,5.05
1554,1,1.31,5.05
1555,1,1.31,5.05
1556,1,1.31,5.05
1557,1,1.31,5.05
1558,1,1.31,5.05
1559,1,1.31,5.05
1560,1,1.31,5.05
1561,1,1.31,5.05
1562,1,1.31,5.05
1563,1,1.31,5.05
1564,1,1.31,5.05
1565,1,1.31,5.05
1566,1,1.31,5.05
1567,1,1.31,5.05
1568,1,1.31,5.05
1569,1,1.31,5.05
1570,1,1.31,5.05
1571,1,1.31,5.05
1572,1,1.31,5.05
1573,1,1.31,5.05
1574,1,1.31,5.05
1575,1,1.31,5.05
1576,1,1.31,5.05
1577,1,1.31,5.05
1578,1,1.31,5.05
1579,1,1.31,5.05
1580,1,1.31,5.05
1581,1,1.31,5.05
1582,1,1.31,5.05
1583,1,1.31,5.05
1584,1,1.31,5.05
1585,1,1.31,5.05
1586,1,1.31,5.05
1587,1,1.31,5.05
1588,1,1.31,5.05
1589,1,1.31,5.05
1590,1,1.31,5.05
1591,1,1.31,5.05
1592,1,1.31,5.05
1593,1,1.31,5.05
1594,1,1.31,5.05
1595,1,1.31,5.05
1596,1,1.31,5.05
1597,1,1.31,5.05
1598,1,1.31,5.05
1599,1,1.31,5.05
1600,1,1.31,5.05
1601,1,1.31,5.05
1602,1,1.31,5.05
1603,1,1.31,5.05
1604,1,1.31,5.05
1605,1,1.31,5.05
1606,1,1.31,5.05
1607,1,1.31,5.05
1608,1,1.31,5.05
1609,1,1.31,5.05
1610,1,1.31,5.05
1611,1,1.31,5.05
1612,1,1.31,5.05
1613,1,1.31,5.05
1614,1,1.31,5.05
1615,1,1.31,5.05
1616,1,1.31,5.05
1617,1,1.31,5.05
1618,1,1.31,5.05
1619,1,1.31,5.05
1620,1,1.31,5.05
1621,1,1.31,5.05
1622,1,1.31,5.05
1623,1,1.31,5.05
1624,1,1.31,5.05
1625,1,1.31,5.05
1626,1,1.31,5.05
1627,1,1.31,5.05
1628,1,1.31,5.05
1629,1,1.31,5.05
1630,1,1.31,5.05
1631,1,1.31,5.05
1632,1,1.31,5.05
1633,1,1.31,5.05
1634,1,1.31,5.05
1635,1,1.31,5.05
1636,1,1.31,5.05
1637,1,1.31,5.05
1638,1,1.31,5.05
1639,1,1.31,5.05
1640,1,1.31,5.05
1641,1,1.31,5.05
1642,1,1.31,5.05
1643,1,1.31,5.05
1644,1,1.31,5.05
1645,1,1.31,5.05
1646,1,1.31,5.05
1647,1,1.31,5.05
1648,1,1.31,5.05
1649,1,1.31,5.05
1650,1,1.31,5.05
1651,1,1.31,5.05
1652,1,1.31,5.05
1653,1,1.31,5.05
1654,1,1.31,5.05
1655,1,1.31,5.05
1656,1,1.31,5.05
1657,1,1.31,5.05
1658,1,1.31,5.05
1659,1,1.31,5.05
1660,1,1.31,5.05
1661,1,1.31,5.05
1662,1,1.31,5.05
1663,1,1.31,5.05
1664,1,1.31,5.05
1665,1,1.31,5.05
1666,1,1.31,5.05
1667,1,1.31,5.05
1668,1,1.31,5.05
1669,1,1.31,5.05
1670,1,1.31,5.05
1671,1,1.31,5.05
1672,1,1.31,5.05
1673,1,1.31,5.05
1674,1,1.31,5.05
1675,1,1.31,5.05
1676,1,1.31,5.05
1677,1,1.31,5.05
1678,1,1.31,5.05
1679,1,1.31,5.05
1680,1,1.31,5.05
1681,1,1.31,5.05
1682,1,1.31,5.05
1683,1,1.31,5.05
1684,1,1.31,5.05
1685,1,1.31,5.05
1686,1,1.31,5.05
1687,1,1.31,5.05
1688,1,1.31,5.05
1689,1,1.31,5.05
1690,1,1.31,5.05
1691,1,1.31,5.05
1692,1,1.31,5.05
1693,1,1.31,5.05
1694,1,1.3,5.05
1695,1,1.3,5.05
1696,1,1.3,5.05
1697,1,1.3,5.05
1698,1,1.3,5.05
1699,1,1.3,5.05
1700,1,1.3,5.05
1701,1,1.3,5.05
1702,1,1.3,5.05
1703,1,1.3,5.05
1704,1,1.3,5.05
1705,1,1.3,5.05
1706,1,1.3,5.05
1707,1,1.3,5.05
1708,1,1.3,5.05
1709,1,1.3,5.05
1710,1,1.3,5.05
1711,1,1.3,5.05
1712,1,1.3,5.05
1713,1,1.3,5.05
1714,1,1.3,5.05
1715,1,1.3,5.05
1716,1,1.3,5.05
1717,1,1.3,5.05
1718,1,1.3,5.05
1719,1,1.3,5.05
1720,1,1.3,5.05
1721,1,1.3,5.05
1722,1,1.3,5.05
1723,1,1.3,5.05
1724,1,1.3,5.05
1725,1,1.3,5.05
1726,1,1.3,5.05
1727,1,1.3,5.05
1728,1,1.3,5.05
1729,1,1.3,5.05
1730,1,1.3,5.05
1731,1,1.3,5.05
1732,1,1.3,5.05
1733,1,1.3,5.05
1734,1,1.3,5.05
1735,1,1.3,5.05
1736,1,1.3,5.05
1737,1,1.3,5.05
1738,1,1.3,5.05
1739,1,1.3,5.05
1740,1,1.3,5.05
1741,1,1.3,5.05
1742,1,1.3,5.05
1743,1,1.3,5.05
1744,1,1.3,5.05
1745,1,1.3,5.05
1746,1,1.3,5.05
1747,1,1.3,5.05
1748,1,1.3,5.05
1749,1,1.3,5.05
1750,1,1.3,5.05
1751,1,1.3,5.05
1752,1,1.3,5.05
1753,1,1.3,5.05
1754,1,1.3,5.05
1755,1,1.3,5.05
1756,1,1.3,5.05
1757,1,1.3,5.05
1758,1,1.3,5.05
1759,1,1.3,5.05
1760,1,1.3,5.05
1761,1,1.3,5.05
1762,1,1.3,5.05
1763,1,1.3,5.05
1764,1,1.3,5.05
1765,1,1.3,5.05
1766,1,1.3,5.05
1767,1,1.3,5.05
1768,1,1.3,5.05
1769,1,1.3,5.05
1770,1,1.3,5.05
1771,1,1.3,5.05
1772,1,1.3,5.05
1773,1,1.3,5.05
1774,1,1.3,5.05
1775,1,1.3,5.05
1776,1,1.3,5.05
1777,1,1.3,5.05
1778,1,1.3,5.05
1779,1,1.3,5.05
1780,1,1.3,5.05
1781,1,1.3,5.05
1782,1,1.3,5.05
1783,1,1.3,5.05
1784,1,1.3,5.05
1785,1,1.3,5.05
1786,1,1.3,5.05
1787,1,1.3,5.05
1788,1,1.34,7.93
1789,1,1.34,7.93
1790,1,1.34,7.93
1791,1,1.34,7.93
1792,1,1.34,7.93
1793,1,1.34,7.93
1794,1,1.34,7.93
1795,1,1.34,7.93
1796,1,1.34,7.93
1797,1,1.34,7.93
1798,1,1.34,7.94
1799,1,1.34,7.94
1800,1,1.34,7.94
1801,1,1.34,7.94
1802,1,1.34,7.94
1803,1,1.34,7.94
1804,1,1.34,7.94
1805,1,1.34,7.94
1806,1,1.34,7.94
1807,1,1.34,7.94
1808,1,1.34,7.94
1809,1,1.34,7.94
1810,1,1.34,7.94
1811,1,1.34,7.94
1812,1,1.34,7.94
1813,1,1.34,7.94
1814,1,1.35,8.12
1815,1,1.41,7.96
1816,1,1.4,7.89
1817,1,1.39,7.81
1818,1,1.37,7.67
1819,1,1.36,7.6
1820,1,1.35,7.52
1821,1,1.34,7.45
1822,1,1.34,7.38
1823,1,1.32,7.23
1824,1,1.31,7.16
1825,1,1.3,7.09
1826,1,1.29,7.02
1827,1,1.28,6.94
1828,1,1.27,6.87
1829,1,1.26,6.8
1830,1,1.25,6.73
1831,1,1.25,6.66
1832,1,1.24,6.58
1833,1,1.23,6.51
1834,1,1.22,6.42
1835,1,1.21,6.34
1836,1,1.2,6.27
1837,1,1.19,6.2
1838,1,1.18,6.13
1839,1,0.78,2.91
1840,1,0.77,2.84
1841,1,0.76,2.77
1842,1,0.75,2.7
1843,1,0.74,2.62
1844,1,0.73,2.55
1845,1,0.73,2.48
1846,1,0.72,2.41
1847,1,0.71,2.34
1848,1,0.74,2.32
1849,1,0.78,2.32
1850,1,0.8,2.48
1851,1,0.81,2.66
1852,1,0.82,2.84
1853,1,0.84,3.02
1854,1,0.86,3.26
1855,1,0.87,3.44
1856,1,0.89,3.62
1857,1,0.9,3.8
1858,1,0.91,3.99
1859,1,0.93,4.17
1860,1,0.94,4.35
1861,1,0.96,4.53
1862,1,0.97,4.71
1863,1,0.98,4.89
1864,1,1,5.07
1865,1,1.01,5.25
1866,1,1.03,5.44
1867,1,1.04,5.62
1868,1,1.06,5.8
1869,1,1.07,5.98
1870,1,1.08,6.16
1871,1,1.1,6.34
1872,1,1.11,6.52
1873,1,1.13,6.71
1874,1,1.14,6.89
1875,1,1.15,7.07
1876,1,1.17,7.25
1877,1,1.18,7.43
1878,1,1.2,7.61
1879,1,1.21,7.79
1880,1,1.22,7.97
1881,1,1.24,8.16
1882,1,1.28,8.31
1883,1,1.44,8.31
1884,1,1.6,8.37
1885,1,1.79,8.79
1886,1,1.94,10.32
1887,1,2.12,10.6
1888,1,2.1,10.5
1889,1,2.09,10.46
1890,1,2.07,10.53
1891,1,2.07,10.63
1892,1,2.04,10.66
1893,1,1.99,10.66
1894,1,1.93,10.66
1895,1,1.86,10.66
1896,1,1.87,10.84
1897,1,1.88,11.03
1898,1,1.88,11.04
1899,1,1.87,11.04
1900,1,1.78,10.94
1901,1,1.7,10.84
1902,1,1.73,10.74
1903,1,1.75,10.64
1904,1,1.72,10.54
1905,1,1.69,10.44
1906,1,1.65,10.31
1907,1,1.63,10.21
1908,1,1.6,10.11
1909,1,1.57,10
1910,1,1.54,9.9
1911,1,1.51,9.8
1912,1,1.49,9.7
1913,1,1.46,9.6
1914,1,1.43,9.5
1915,1,1.4,9.4
1916,1,1.38,9.3
1917,1,1.35,9.2
1918,1,1.32,9.1
1919,1,1.29,9
1920,1,1.27,8.9
1921,1,1.24,8.8
1922,1,1.21,8.7
1923,1,1.18,8.6
1924,1,1.16,8.5
1925,1,1.13,8.4
1926,1,1.1,8.3
1927,1,1.07,8.2
1928,1,1.05,8.1
1929,1,1.02,8.01
1930,1,0.99,7.91
1931,1,0.96,7.81
1932,1,0.94,7.71
1933,1,0.91,7.61
1934,1,0.88,7.51
1935,1,0.85,7.41
1936,1,0.82,7.28
1937,1,0.79,7.18
1938,1,0.76,7.08
1939,1,0.74,6.98
1940,1,0.76,6.78
1941,1,0.79,6.59
1942,1,0.98,6.59
1943,1,1.18,6.59
1944,1,1.46,6.59
1945,1,1.72,6.59
1946,1,1.94,6.59
1947,1,2.14,6.59
1948,1,2.3,6.59
1949,1,2.4,6.62
1950,1,2.37,6.72
1951,1,2.33,6.7
1952,1,2.27,6.51
1953,1,2.22,6.91
1954,1,2.18,8.11
1955,1,2.2,8.82
1956,1,2.28,9.02
1957,1,2.3,10.29
1958,1,2.28,12.44
1959,1,2.22,13.53
1960,1,2.15,13.83
1961,1,2.09,12.45
1962,1,1.72,7.55
1963,1,1.7,7.6
1964,1,1.68,7.66
1965,1,1.66,7.73
1966,1,1.57,8
1967,1,1.53,8.11
1968,1,1.51,8.17
1969,1,1.48,8.28
1970,1,1.46,8.33
1971,1,1.44,8.38
1972,1,1.42,8.44
1973,1,1.41,8.49
1974,1,1.39,8.55
1975,1,1.37,8.6
1976,1,1.35,8.66
1977,1,1.33,8.71
1978,1,1.32,8.77
1979,1,1.3,8.82
1980,1,1.28,8.88
1981,1,1.26,8.93
1982,1,1.24,8.99
1983,1,1.23,9.04
1984,1,1.21,9.1
1985,1,1.19,9.15
1986,1,1.17,9.21
1987,1,1.15,9.26
1988,1,1.13,9.32
1989,1,1.12,9.37
1990,1,1.09,9.44
1991,1,1.08,9.5
1992,1,1.06,9.55
1993,1,1.04,9.61
1994,1,1.02,9.66
1995,1,1,9.72
1996,1,0.98,9.77
1997,1,0.97,9.83
1998,1,0.95,9.88
1999,1,0.93,9.94
2000,1,0.91,9.99
2001,1,0.89,10.05
2002,1,0.88,10.1
2003,1,0.86,10.15
2004,1,0.84,10.21
2005,1,0.82,10.26
2006,1,0.8,10.32
2007,1,0.79,10.37
2008,1,0.77,10.43
2009,1,0.78,12.16
2010,1,0.81,14.9
2011,1,0.84,15.67
2012,1,0.87,15.67
2013,1,1.21,15.67
2014,1,1.65,15.67
2015,1,1.88,13.15
2016,1,2.07,10.1
2017,1,2.11,12.48
2018,1,2.14,15.47
2019,1,2.22,15.27
2026,1,2.5,14.9
2027,1,2.39,14.9
2028,1,2.22,14.84
2029,1,2.03,14.74
2030,1,1.96,13.03
2031,1,1.93,10.68
2032,1,1.96,9.99
2033,1,1.99,9.9
2034,1,1.93,9.87
2035,1,1.84,9.87
2036,1,1.88,12.24
2037,1,1.93,14.92
2038,1,1.88,15.1
2039,1,1.83,15.1
2040,1,1.75,12.77
2041,1,1.67,10.52
2042,1,1.7,13.46
2043,1,1.72,15.81
2044,1,1.65,13.63
2045,1,1.6,12.04
2046,1,1.63,13.57
2047,1,1.66,14.73
2048,1,1.67,14.83
2049,1,1.68,14.89
2050,1,1.68,14.89
2051,1,1.67,14.81
2052,1,1.65,14.55
2053,1,1.69,14.51
2054,1,1.6,14.56
2055,1,1.62,14.35
2056,1,1.63,14.28
2057,1,1.63,14.21
2058,1,1.64,14.14
2059,1,1.65,14
2060,1,1.66,13.93
2061,1,1.66,13.86
2062,1,1.67,13.79
2063,1,1.68,13.72
2064,1,1.68,13.66
2065,1,1.69,13.59
2066,1,1.69,13.52
2067,1,1.7,13.45
2068,1,1.71,13.38
2069,1,1.71,13.31
2070,1,1.72,13.24
2071,1,1.72,13.17
2072,1,1.73,13.08
2073,1,1.74,13.01
2074,1,1.74,12.94
2075,1,1.75,12.87
2076,1,1.76,12.8
2077,1,1.76,12.73
2078,1,1.77,12.66
2079,1,1.78,12.59
2080,1,1.78,12.52
2081,1,1.79,12.45
2082,1,1.79,12.38
2083,1,1.8,12.31
2084,1,1.81,12.24
2085,1,1.81,12.17
2086,1,1.82,12.1
2087,1,1.82,12.03
2088,1,1.83,11.96
2089,1,1.84,11.89
2090,1,1.84,11.82
2091,1,1.85,11.75
2092,1,1.85,11.68
2093,1,1.86,11.61
2094,1,1.87,11.54
2095,1,1.87,11.47
2096,1,1.88,11.4
2097,1,1.89,11.33
2098,1,1.89,11.26
2099,1,1.9,11.19
2100,1,1.9,11.12
2101,1,1.91,11.05
2102,1,1.92,10.95
2103,1,1.92,10.88
2104,1,1.94,10.82
2105,1,1.98,10.82
2106,1,2.01,10.82
2107,1,2.04,10.82
2108,1,2.06,10.82
2109,1,2.1,10.82
2110,1,2.09,10.86
2111,1,2.03,10.96
2112,1,2.01,11.02
2113,1,2.06,11.02
2114,1,2.09,11.55
2115,1,2.1,12.65
2116,1,2.11,13.04
2117,1,2.12,12.83
2118,1,2.08,12.76
2119,1,2.02,12.76
2120,1,2.02,12.83
2121,1,2.07,12.93
2122,1,2.04,12.45
2123,1,1.99,11.73
2124,1,1.93,11.6
2125,1,1.86,11.6
2126,1,1.86,12.37
2127,1,1.86,13.25
2128,1,1.87,13.35
2129,1,1.87,13.35
2130,1,1.9,13.35
2131,1,1.93,13.15
2132,1,1.86,11.38
2133,1,1.78,10.45
2134,1,1.72,11.77
2135,1,1.76,12.33
2136,1,1.88,12.23
2137,1,1.9,11.94
2138,1,1.87,11.54
2139,1,1.83,11.27
2140,1,1.79,11.07
2141,1,1.77,10.95
2142,1,1.77,10.85
2143,1,1.78,11.26
2144,1,1.8,11.77
2145,1,1.77,11.33
2146,1,1.75,10.84
2147,1,1.78,11.72
2148,1,1.81,12.5
2149,1,1.78,10.77
2150,1,1.76,9.25
2151,1,1.65,12.11
2152,1,1.66,12.21
2153,1,1.66,12.4
2154,1,1.66,12.5
2155,1,1.66,12.6
2156,1,1.66,12.7
2157,1,1.66,12.82
2158,1,1.66,12.92
2159,1,1.66,13.02
2160,1,1.66,13.12
2161,1,1.67,13.22
2162,1,1.67,13.31
2163,1,1.67,13.41
2164,1,1.67,13.51
2165,1,1.67,13.61
2166,1,1.67,13.71
2167,1,1.67,13.8
2168,1,1.67,13.9
2169,1,1.67,14
2170,1,1.67,14.1
2171,1,1.68,14.2
2172,1,1.68,14.29
2173,1,1.68,14.39
2174,1,1.68,14.49
2175,1,1.68,14.59
2176,1,1.68,14.69
2177,1,1.68,14.78
2178,1,1.68,14.88
2179,1,1.68,14.98
2180,1,1.68,15.08
2181,1,1.69,15.18
2182,1,1.69,15.27
2183,1,1.69,15.37
2184,1,1.69,15.47
2185,1,1.69,15.57
2186,1,1.69,15.67
2187,1,1.69,15.76
2188,1,1.69,15.86
2189,1,1.69,16
2190,1,1.69,16.1
2191,1,1.7,16.19
2192,1,1.7,16.29
2193,1,1.7,16.39
2194,1,1.7,16.49
2195,1,1.7,16.59
2196,1,1.7,16.68
2197,1,1.7,16.78
2198,1,1.7,16.88
2199,1,1.7,16.98
2200,1,1.7,17.08
2201,1,1.7,17.17
2202,1,1.71,17.27
2203,1,1.71,17.37
2204,1,1.71,17.47
2205,1,1.71,17.57
2206,1,1.71,17.66
2207,1,1.71,17.76
2208,1,1.71,17.86
2209,1,1.71,17.96
2210,1,1.71,18.06
2211,1,1.71,18.15
2212,1,1.75,18.2
2213,1,1.82,18.2
2214,1,1.89,18.2
2215,1,1.96,18.2
2216,1,2.01,18.27
2217,1,2.05,18.37
2218,1,2.14,18.39
2219,1,2.24,18.39
2220,1,2.19,18.39
2221,1,2.09,18.2
2222,1,2.01,17.19
2223,1,1.93,16.64
2224,1,1.86,17.34
2225,1,1.81,17.6
2226,1,1.76,17
2227,1,1.75,16.6
2228,1,1.79,16.5
2229,1,1.78,16.12
2230,1,1.75,15.42
2231,1,1.74,15.04
2232,1,1.78,14.94
2233,1,1.56,16.27
2234,1,1.56,16.18
2235,1,1.55,16.08
2236,1,1.55,15.99
2237,1,1.55,15.9
2238,1,1.54,15.81
2239,1,1.54,15.72
2240,1,1.53,15.6
2241,1,1.53,15.51
2242,1,1.52,15.42
2243,1,1.52,15.32
2244,1,1.52,15.23
2245,1,1.51,15.14
2246,1,1.51,15.05
2247,1,1.5,14.96
2248,1,1.5,14.87
2249,1,1.5,14.78
2250,1,1.49,14.68
2251,1,1.49,14.59
2252,1,1.48,14.5
2253,1,1.48,14.41
2254,1,1.47,14.32
2255,1,1.47,14.23
2256,1,1.47,14.13
2257,1,1.46,14.04
2258,1,1.46,13.95
2259,1,1.45,13.86
2260,1,1.45,13.77
2261,1,1.45,13.68
2262,1,1.44,13.59
