id,H,T
1390,1.31,5.05
1391,1.31,5.05
1392,1.31,5.05
1393,1.31,5.05
1394,1.31,5.05
1395,1.31,5.05
1396,1.31,5.05
1397,1.31,5.05
1398,1.31,5.05
1399,1.31,5.05
1400,1.31,5.05
1401,1.31,5.05
1402,1.31,5.05
1403,1.31,5.05
1404,1.31,5.05
1405,1.31,5.05
1406,1.31,5.05
1407,1.31,5.05
1408,1.31,5.05
1409,1.31,5.05
1410,1.31,5.05
1411,1.31,5.05
1412,1.31,5.05
1413,1.31,5.05
1414,1.31,5.05
1415,1.31,5.05
1416,1.31,5.05
1417,1.31,5.05
1418,1.31,5.05
1419,1.31,5.05
1420,1.31,5.05
1421,1.31,5.05
1422,1.31,5.05
1423,1.31,5.05
1424,1.31,5.05
1425,1.31,5.05
1426,1.31,5.05
1427,1.31,5.05
1428,1.31,5.05
1429,1.31,5.05
1430,1.31,5.05
1431,1.31,5.05
1432,1.31,5.05
1433,1.31,5.05
1434,1.31,5.05
1435,1.31,5.05
1436,1.31,5.05
1437,1.31,5.05
1438,1.31,5.05
1439,1.31,5.05
1440,1.31,5.05
1441,1.31,5.05
1442,1.31,5.05
1443,1.31,5.05
1444,1.31,5.05
1445,1.31,5.05
1446,1.31,5.05
1447,1.31,5.05
1448,1.31,5.05
1449,1.31,5.05
1450,1.31,5.05
1451,1.31,5.05
1452,1.31,5.05
1453,1.31,5.05
1454,1.31,5.05
1455,1.31,5.05
1456,1.31,5.05
1457,1.31,5.05
1458,1.31,5.05
1459,1.31,5.05
1460,1.31,5.05
1461,1.31,5.05
1462,1.31,5.05
1463,1.31,5.05
1464,1.31,5.05
1465,1.31,5.05
1466,1.31,5.05
1467,1.31,5.05
1468,1.31,5.05
1469,1.31,5.05
1470,1.31,5.05
1471,1.31,5.05
1472,1.31,5.05
1473,1.31,5.05
1474,1.31,5.05
1475,1.31,5.05
1476,1.31,5.05
1477,1.31,5.05
1478,1.31,5.05
1479,1.31,5.05
1480,1.31,5.05
1481,1.31,5.05
1482,1.31,5.05
1483,1.31,5.05
1484,1.31,5.05
1485,1.31,5.05
1486,1.31,5.05
1487,1.31,5.05
1488,1.31,5.05
1489,1.31,5.05
1490,1.31,5.05
1491,1.31,5.05
1492,1.31,5.05
1493,1.31,5.05
1494,1.31,5.05
1495,1.31,5.05
1496,1.31,5.05
1497,1.31,5.05
1498,1.31,5.05
1499,1.31,5.05
1500,1.31,5.05
1501,1.31,5.05
1502,1.31,5.05
1503,1.31,5.05
1504,1.31,5.05
1505,1.31,5.05
1506,1.31,5.05
1507,1.31,5.05
1508,1.31,5.05
1509,1.31,5.05
1510,1.31,5.05
1511,1.31,5.05
1512,1.31,5.05
1513,1.31,5.05
1514,1.31,5.05
1515,1.31,5.05
1516,1.31,5.05
1517,1.31,5.05
1518,1.31,5.05
1519,1.31,5.05
1520,1.31,5.05
1521,1.31,5.05
1522,1.31,5.05
1523,1.31,5.05
1524,1.31,5.05
1525,1.31,5.05
1526,1.31,5.05
1527,1.31,5.05
1528,1.31,5.05
1529,1.31,5.05
1530,1.31,5.05
1531,1.31,5.05
1532,1.31,5.05
1533,1.31,5.05
1534,1.31,5.05
1535,1.31,5.05
1536,1.31,5.05
1537,1.31,5.05
1538,1.31,5.05
1539,1.31,5.05
1540,1.31,5.05
1541,1.31,5.05
1542,1.31,5.05
1543,1.31,5.05
1544,1.31,5.05
1545,1.31,5.05
1546,1.31,5.05
1547,1.31,5.05
1548,1.31,5.05
1549,1.31,5.05
1550,1.31,5.05
1551,1.31,5.05
1552,1.31,5.05
1553,1.31,5.05
1554,1.31,5.05
1555,1.31,5.05
1556,1.31,5.05
1557,1.31,5.05
1558,1.31,5.05
1559,1.31,5.05
1560,1.31,5.05
1561,1.31,5.05
1562,1.31,5.05
1563,1.31,5.05
1564,1.31,5.05
1565,1.31,5.05
1566,1.31,5.05
1567,1.31,5.05
1568,1.31,5.05
1569,1.31,5.05
1570,1.31,5.05
1571,1.31,5.05
1572,1.31,5.05
1573,1.31,5.05
1574,1.31,5.05
1575,1.31,5.05
1576,1.31,5.05
1577,1.31,5.05
1578,1.31,5.05
1579,1.31,5.05
1580,1.31,5.05
1581,1.31,5.05
1582,1.31,5.05
1583,1.31,5.05
1584,1.31,5.05
1585,1.31,5.05
1586,1.31,5.05
1587,1.31,5.05
1588,1.31,5.05
1589,1.31,5.05
1590,1.31,5.05
1591,1.31,5.05
1592,1.31,5.05
1593,1.31,5.05
1594,1.31,5.05
1595,1.31,5.05
1596,1.31,5.05
1597,1.31,5.05
1598,1.31,5.05
1599,1.31,5.05
1600,1.31,5.05
1601,1.31,5.05
1602,1.31,5.05
1603,1.31,5.05
1604,1.31,5.05
1605,1.31,5.05
1606,1.31,5.05
1607,1.31,5.05
1608,1.31,5.05
1609,1.31,5.05
1610,1.31,5.05
1611,1.31,5.05
1612,1.31,5.05
1613,1.31,5.05
1614,1.31,5.05
1615,1.31,5.05
1616,1.31,5.05
1617,1.31,5.05
1618,1.31,5.05
1619,1.31,5.05
1620,1.31,5.05
1621,1.31,5.05
1622,1.31,5.05
1623,1.31,5.05
1624,1.31,5.05
1625,1.31,5.05
1626,1.31,5.05
1627,1.31,5.05
1628,1.31,5.05
1629,1.31,5.05
1630,1.31,5.05
1631,1.31,5.05
1632,1.31,5.05
1633,1.31,5.05
1634,1.31,5.05
1635,1.31,5.05
1636,1.31,5.05
1637,1.31,5.05
1638,1.31,5.05
1639,1.31,5.05
1640,1.31,5.05
1641,1.31,5.05
1642,1.31,5.05
1643,1.31,5.05
1644,1.31,5.05
1645,1.31,5.05
1646,1.31,5.05
1647,1.31,5.05
1648,1.31,5.05
1649,1.31,5.05
1650,1.31,5.05
1651,1.31,5.05
1652,1.31,5.05
1653,1.31,5.05
1654,1.31,5.05
1655,1.31,5.05
1656,1.31,5.05
1657,1.31,5.05
1658,1.31,5.05
1659,1.31,5.05
1660,1.31,5.05
1661,1.31,5.05
1662,1.31,5.05
1663,1.31,5.05
1664,1.31,5.05
1665,1.31,5.05
1666,1.31,5.05
1667,1.31,5.05
1668,1.31,5.05
1669,1.31,5.05
1670,1.31,5.05
1671,1.31,5.05
1672,1.31,5.05
1673,1.31,5.05
1674,1.31,5.05
1675,1.31,5.05
1676,1.31,5.05
1677,1.31,5.05
1678,1.31,5.05
1679,1.31,5.05
1680,1.31,5.05
1681,1.31,5.05
1682,1.31,5.05
1683,1.31,5.05
1684,1.31,5.05
1685,1.31,5.05
1686,1.31,5.05
1687,1.31,5.05
1688,1.31,5.05
1689,1.31,5.05
1690,1.31,5.05
1691,1.31,5.05
1692,1.31,5.05
1693,1.31,5.05
1694,1.3,5.05
1695,1.3,5.05
1696,1.3,5.05
1697,1.3,5.05
1698,1.3,5.05
1699,1.3,5.05
1700,1.3,5.05
1701,1.3,5.05
1702,1.3,5.05
1703,1.3,5.05
1704,1.3,5.05
1705,1.3,5.05
1706,1.3,5.05
1707,1.3,5.05
1708,1.3,5.05
1709,1.3,5.05
1710,1.3,5.05
1711,1.3,5.05
1712,1.3,5.05
1713,1.3,5.05
1714,1.3,5.05
1715,1.3,5.05
1716,1.3,5.05
1717,1.3,5.05
1718,1.3,5.05
1719,1.3,5.05
1720,1.3,5.05
1721,1.3,5.05
1722,1.3,5.05
1723,1.3,5.05
1724,1.3,5.05
1725,1.3,5.05
1726,1.3,5.05
1727,1.3,5.05
1728,1.3,5.05
1729,1.3,5.05
1730,1.3,5.05
1731,1.3,5.05
1732,1.3,5.05
1733,1.3,5.05
1734,1.3,5.05
1735,1.3,5.05
1736,1.3,5.05
1737,1.3,5.05
1738,1.3,5.05
1739,1.3,5.05
1740,1.3,5.05
1741,1.3,5.05
1742,1.3,5.05
1743,1.3,5.05
1744,1.3,5.05
1745,1.3,5.05
1746,1.3,5.05
1747,1.3,5.05
1748,1.3,5.05
1749,1.3,5.05
1750,1.3,5.05
1751,1.3,5.05
1752,1.3,5.05
1753,1.3,5.05
1754,1.3,5.05
1755,1.3,5.05
1756,1.3,5.05
1757,1.3,5.05
1758,1.3,5.05
1759,1.3,5.05
1760,1.3,5.05
1761,1.3,5.05
1762,1.3,5.05
1763,1.3,5.05
1764,1.3,5.05
1765,1.3,5.05
1766,1.3,5.05
1767,1.3,5.05
1768,1.3,5.05
1769,1.3,5.05
1770,1.3,5.05
1771,1.3,5.05
1772,1.3,5.05
1773,1.3,5.05
1774,1.3,5.05
1775,1.3,5.05
1776,1.3,5.05
1777,1.3,5.05
1778,1.3,5.05
1779,1.3,5.05
1780,1.3,5.05
1781,1.3,5.05
1782,1.3,5.05
1783,1.3,5.05
1784,1.3,5.05
1785,1.3,5.05
1786,1.3,5.05
1787,1.3,5.05
1788,1.34,7.93
1789,1.34,7.93
1790,1.34,7.93
1791,1.34,7.93
1792,1.34,7.93
1793,1.34,7.93
1794,1.34,7.93
1795,1.34,7.93
1796,1.34,7.93
1797,1.34,7.93
1798,1.34,7.94
1799,1.34,7.94
1800,1.34,7.94
1801,1.34,7.94
1802,1.34,7.94
1803,1.34,7.94
1804,1.34,7.94
1805,1.34,7.94
1806,1.34,7.94
1807,1.34,7.94
1808,1.34,7.94
1809,1.34,7.94
1810,1.34,7.94
1811,1.34,7.94
1812,1.34,7.94
1813,1.34,7.94
1814,1.35,8.12
1815,1.41,7.96
1816,1.4,7.89
1817,1.39,7.81
1818,1.37,7.67
1819,1.36,7.6
1820,1.35,7.52
1821,1.34,7.45
1822,1.34,7.38
1823,1.32,7.23
1824,1.31,7.16
1825,1.3,7.09
1826,1.29,7.02
1827,1.28,6.94
1828,1.27,6.87
1829,1.26,6.8
1830,1.25,6.73
1831,1.25,6.66
1832,1.24,6.58
1833,1.23,6.51
1834,1.22,6.42
1835,1.21,6.34
1836,1.2,6.27
1837,1.19,6.2
1838,1.18,6.13
1839,0.78,2.91
1840,0.77,2.84
1841,0.76,2.77
1842,0.75,2.7
1843,0.74,2.62
1844,0.73,2.55
1845,0.73,2.48
1846,0.72,2.41
1847,0.71,2.34
1848,0.74,2.32
1849,0.78,2.32
1850,0.8,2.48
1851,0.81,2.66
1852,0.82,2.84
1853,0.84,3.02
1854,0.86,3.26
1855,0.87,3.44
1856,0.89,3.62
1857,0.9,3.8
1858,0.91,3.99
1859,0.93,4.17
1860,0.94,4.35
1861,0.96,4.53
1862,0.97,4.71
1863,0.98,4.89
1864,1,5.07
1865,1.01,5.25
1866,1.03,5.44
1867,1.04,5.62
1868,1.06,5.8
1869,1.07,5.98
1870,1.08,6.16
1871,1.1,6.34
1872,1.11,6.52
1873,1.13,6.71
1874,1.14,6.89
1875,1.15,7.07
1876,1.17,7.25
1877,1.18,7.43
1878,1.2,7.61
1879,1.21,7.79
1880,1.22,7.97
1881,1.24,8.16
1882,1.28,8.31
1883,1.44,8.31
1884,1.6,8.37
1885,1.79,8.79
1886,1.94,10.32
1887,2.12,10.6
1888,2.1,10.5
1889,2.09,10.46
1890,2.07,10.53
1891,2.07,10.63
1892,2.04,10.66
1893,1.99,10.66
1894,1.93,10.66
1895,1.86,10.66
1896,1.87,10.84
1897,1.88,11.03
1898,1.88,11.04
1899,1.87,11.04
1900,1.78,10.94
1901,1.7,10.84
1902,1.73,10.74
1903,1.75,10.64
1904,1.72,10.54
1905,1.69,10.44
1906,1.65,10.31
1907,1.63,10.21
1908,1.6,10.11
1909,1.57,10
1910,1.54,9.9
1911,1.51,9.8
1912,1.49,9.7
1913,1.46,9.6
1914,1.43,9.5
1915,1.4,9.4
1916,1.38,9.3
1917,1.35,9.2
1918,1.32,9.1
1919,1.29,9
1920,1.27,8.9
1921,1.24,8.8
1922,1.21,8.7
1923,1.18,8.6
1924,1.16,8.5
1925,1.13,8.4
1926,1.1,8.3
1927,1.07,8.2
1928,1.05,8.1
1929,1.02,8.01
1930,0.99,7.91
1931,0.96,7.81
1932,0.94,7.71
1933,0.91,7.61
1934,0.88,7.51
1935,0.85,7.41
1936,0.82,7.28
1937,0.79,7.18
1938,0.76,7.08
1939,0.74,6.98
1940,0.76,6.78
1941,0.79,6.59
1942,0.98,6.59
1943,1.18,6.59
1944,1.46,6.59
1945,1.72,6.59
1946,1.94,6.59
1947,2.14,6.59
1948,2.3,6.59
1949,2.4,6.62
1950,2.37,6.72
1951,2.33,6.7
1952,2.27,6.51
1953,2.22,6.91
1954,2.18,8.11
1955,2.2,8.82
1956,2.28,9.02
1957,2.3,10.29
1958,2.28,12.44
1959,2.22,13.53
1960,2.15,13.83
1961,2.09,12.45
1962,1.72,7.55
1963,1.7,7.6
1964,1.68,7.66
1965,1.66,7.73
1966,1.57,8
1967,1.53,8.11
1968,1.51,8.17
1969,1.48,8.28
1970,1.46,8.33
1971,1.44,8.38
1972,1.42,8.44
1973,1.41,8.49
1974,1.39,8.55
1975,1.37,8.6
1976,1.35,8.66
1977,1.33,8.71
1978,1.32,8.77
1979,1.3,8.82
1980,1.28,8.88
1981,1.26,8.93
1982,1.24,8.99
1983,1.23,9.04
1984,1.21,9.1
1985,1.19,9.15
1986,1.17,9.21
1987,1.15,9.26
1988,1.13,9.32
1989,1.12,9.37
1990,1.09,9.44
1991,1.08,9.5
1992,1.06,9.55
1993,1.04,9.61
1994,1.02,9.66
1995,1,9.72
1996,0.98,9.77
1997,0.97,9.83
1998,0.95,9.88
1999,0.93,9.94
2000,0.91,9.99
2001,0.89,10.05
2002,0.88,10.1
2003,0.86,10.15
2004,0.84,10.21
2005,0.82,10.26
2006,0.8,10.32
2007,0.79,10.37
2008,0.77,10.43
2009,0.78,12.16
2010,0.81,14.9
2011,0.84,15.67
2012,0.87,15.67
2013,1.21,15.67
2014,1.65,15.67
2015,1.88,13.15
2016,2.07,10.1
2017,2.11,12.48
2018,2.14,15.47
2019,2.22,15.27
2026,2.5,14.9
2027,2.39,14.9
2028,2.22,14.84
2029,2.03,14.74
2030,1.96,13.03
2031,1.93,10.68
2032,1.96,9.99
2033,1.99,9.9
2034,1.93,9.87
2035,1.84,9.87
2036,1.88,12.24
2037,1.93,14.92
2038,1.88,15.1
2039,1.83,15.1
2040,1.75,12.77
2041,1.67,10.52
2042,1.7,13.46
2043,1.72,15.81
2044,1.65,13.63
2045,1.6,12.04
2046,1.63,13.57
2047,1.66,14.73
2048,1.67,14.83
2049,1.68,14.89
2050,1.68,14.89
2051,1.67,14.81
2052,1.65,14.55
2053,1.69,14.51
2054,1.6,14.56
2055,1.62,14.35
2056,1.63,14.28
2057,1.63,14.21
2058,1.64,14.14
2059,1.65,14
2060,1.66,13.93
2061,1.66,13.86
2062,1.67,13.79
2063,1.68,13.72
2064,1.68,13.66
2065,1.69,13.59
2066,1.69,13.52
2067,1.7,13.45
2068,1.71,13.38
2069,1.71,13.31
2070,1.72,13.24
2071,1.72,13.17
2072,1.73,13.08
2073,1.74,13.01
2074,1.74,12.94
2075,1.75,12.87
2076,1.76,12.8
2077,1.76,12.73
2078,1.77,12.66
2079,1.78,12.59
2080,1.78,12.52
2081,1.79,12.45
2082,1.79,12.38
2083,1.8,12.31
2084,1.81,12.24
2085,1.81,12.17
2086,1.82,12.1
2087,1.82,12.03
2088,1.83,11.96
2089,1.84,11.89
2090,1.84,11.82
2091,1.85,11.75
2092,1.85,11.68
2093,1.86,11.61
2094,1.87,11.54
2095,1.87,11.47
2096,1.88,11.4
2097,1.89,11.33
2098,1.89,11.26
2099,1.9,11.19
2100,1.9,11.12
2101,1.91,11.05
2102,1.92,10.95
2103,1.92,10.88
2104,1.94,10.82
2105,1.98,10.82
2106,2.01,10.82
2107,2.04,10.82
2108,2.06,10.82
2109,2.1,10.82
2110,2.09,10.86
2111,2.03,10.96
2112,2.01,11.02
2113,2.06,11.02
2114,2.09,11.55
2115,2.1,12.65
2116,2.11,13.04
2117,2.12,12.83
2118,2.08,12.76
2119,2.02,12.76
2120,2.02,12.83
2121,2.07,12.93
2122,2.04,12.45
2123,1.99,11.73
2124,1.93,11.6
2125,1.86,11.6
2126,1.86,12.37
2127,1.86,13.25
2128,1.87,13.35
2129,1.87,13.35
2130,1.9,13.35
2131,1.93,13.15
2132,1.86,11.38
2133,1.78,10.45
2134,1.72,11.77
2135,1.76,12.33
2136,1.88,12.23
2137,1.9,11.94
2138,1.87,11.54
2139,1.83,11.27
2140,1.79,11.07
2141,1.77,10.95
2142,1.77,10.85
2143,1.78,11.26
2144,1.8,11.77
2145,1.77,11.33
2146,1.75,10.84
2147,1.78,11.72
2148,1.81,12.5
2149,1.78,10.77
2150,1.76,9.25
2151,1.65,12.11
2152,1.66,12.21
2153,1.66,12.4
2154,1.66,12.5
2155,1.66,12.6
2156,1.66,12.7
2157,1.66,12.82
2158,1.66,12.92
2159,1.66,13.02
2160,1.66,13.12
2161,1.67,13.22
2162,1.67,13.31
2163,1.67,13.41
2164,1.67,13.51
2165,1.67,13.61
2166,1.67,13.71
2167,1.67,13.8
2168,1.67,13.9
2169,1.67,14
2170,1.67,14.1
2171,1.68,14.2
2172,1.68,14.29
2173,1.68,14.39
2174,1.68,14.49
2175,1.68,14.59
2176,1.68,14.69
2177,1.68,14.78
2178,1.68,14.88
2179,1.68,14.98
2180,1.68,15.08
2181,1.69,15.18
2182,1.69,15.27
2183,1.69,15.37
2184,1.69,15.47
2185,1.69,15.57
2186,1.69,15.67
2187,1.69,15.76
2188,1.69,15.86
2189,1.69,16
2190,1.69,16.1
2191,1.7,16.19
2192,1.7,16.29
2193,1.7,16.39
2194,1.7,16.49
2195,1.7,16.59
2196,1.7,16.68
2197,1.7,16.78
2198,1.7,16.88
2199,1.7,16.98
2200,1.7,17.08
2201,1.7,17.17
2202,1.71,17.27
2203,1.71,17.37
2204,1.71,17.47
2205,1.71,17.57
2206,1.71,17.66
2207,1.71,17.76
2208,1.71,17.86
2209,1.71,17.96
2210,1.71,18.06
2211,1.71,18.15
2212,1.75,18.2
2213,1.82,18.2
2214,1.89,18.2
2215,1.96,18.2
2216,2.01,18.27
2217,2.05,18.37
2218,2.14,18.39
2219,2.24,18.39
2220,2.19,18.39
2221,2.09,18.2
2222,2.01,17.19
2223,1.93,16.64
2224,1.86,17.34
2225,1.81,17.6
2226,1.76,17
2227,1.75,16.6
2228,1.79,16.5
2229,1.78,16.12
2230,1.75,15.42
2231,1.74,15.04
2232,1.78,14.94
2233,1.56,16.27
2234,1.56,16.18
2235,1.55,16.08
2236,1.55,15.99
2237,1.55,15.9
2238,1.54,15.81
2239,1.54,15.72
2240,1.53,15.6
2241,1.53,15.51
2242,1.52,15.42
2243,1.52,15.32
2244,1.52,15.23
2245,1.51,15.14
2246,1.51,15.05
2247,1.5,14.96
2248,1.5,14.87
2249,1.5,14.78
2250,1.49,14.68
2251,1.49,14.59
2252,1.48,14.5
2253,1.48,14.41
2254,1.47,14.32
2255,1.47,14.23
2256,1.47,14.13
2257,1.46,14.04
2258,1.46,13.95
2259,1.45,13.86
2260,1.45,13.77
2261,1.45,13.68
2262,1.44,13.59
2263,1.44,13.49
2264,1.43,13.4
2265,1.43,13.31
2266,1.42,13.22
2267,1.42,13.13
2268,1.42,13.04
2269,1.41,12.94
2270,1.41,12.85
2271,1.4,12.73
2272,1.4,12.63
2273,1.39,12.54
2274,1.39,12.45
2275,1.39,12.36
2276,1.38,12.27
2277,1.38,12.18
2278,1.37,12.08
2279,1.37,11.99
2280,1.37,11.9
2281,1.36,11.81
2282,1.36,11.72
2283,1.35,11.63
2284,1.35,11.71
2285,1.34,11.81
2286,1.34,11.15
2287,1.34,10.46
2288,1.14,9.96
2289,0.97,9.54
2290,1.47,10.41
2291,1.93,11.24
2292,2,11.34
2293,2.07,11.44
2294,2.13,11.54
2295,2.16,11.66
2296,2.13,11.86
2297,2.14,12.03
2298,2.29,12.13
2299,2.37,12.17
2300,2.29,12.07
2301,2.21,11.51
2302,2.17,10.7
2303,2.13,10.53
2304,2.1,10.63
2305,2.07,10.87
2306,2.05,11.16
2307,2.01,11.39
2308,1.97,11.59
2309,1.94,11.62
2310,1.92,11.62
2311,1.93,11.53
2312,1.94,11.43
2313,1.93,11.62
2314,1.91,11.79
2315,1.85,11.18
2316,1.79,10.57
2317,1.79,9.97
2318,1.78,9.46
2319,1.78,9.36
2320,1.76,9.37
2321,1.69,9.67
2322,1.65,9.87
2323,1.64,9.87
2324,1.63,9.83
2325,1.6,9.73
2326,1.59,9.19
2327,1.61,8.14
2328,1.61,7.86
2329,1.61,8.06
2330,1.54,7.9
2331,1.45,7.6
2332,1.42,8.51
2333,1.41,10.13
2334,1.4,11.37
2335,1.39,12.61
2336,1.38,13.98
2337,1.37,14.99
2338,1.35,15.68
2339,1.33,16.06
2340,1.3,16.06
2341,1.3,16.06
2342,1.32,16.06
2343,1.33,16.01
2344,1.33,15.91
2345,1.32,15.88
2346,0.45,16.22
2347,0.51,15.42
2348,0.55,14.71
2349,0.54,13.86
2350,0.56,13.72
2351,0.58,13.57
2352,0.6,13.43
2353,0.64,13.1
2354,0.66,12.96
2355,0.7,12.67
2356,0.72,12.53
2357,0.74,12.39
2358,0.76,12.25
2359,0.78,12.1
2360,0.79,11.96
2361,0.81,11.82
2362,0.83,11.68
2363,0.85,11.53
2364,0.87,11.39
2365,0.89,11.25
2366,0.91,11.09
2367,0.93,10.95
2368,0.95,10.8
2369,0.97,10.66
2370,0.99,10.52
2371,1.01,10.38
2372,1.03,10.23
2373,1.05,10.09
2374,1.06,9.95
2375,1.08,9.8
2376,1.1,9.66
2377,1.12,9.52
2378,1.14,9.38
2379,1.16,9.23
2380,1.18,9.09
2381,1.2,8.95
2382,1.22,8.8
2383,1.24,8.62
2384,1.26,8.48
2385,1.28,8.33
2386,1.3,8.19
2387,1.37,7.76
2388,1.5,7.06
2389,1.48,7.44
2390,1.36,8.63
2391,1.56,9.09
2392,1.96,9.09
2393,2.16,9.3
2394,2.26,9.6
2395,2.28,9.21
2396,2.27,8.61
2397,2.25,8.43
2398,2.23,8.33
2399,2.22,8.5
2400,2.21,8.7
2401,2.21,8.52
2402,2.2,8.33
2403,2.34,9.85
2404,2.47,11.14
2405,2.47,10.45
2406,2.47,9.84
2407,2.39,9.75
2408,2.31,9.84
2409,2.17,10.77
2410,2.07,11.29
2411,2.06,10.9
2412,2.09,10.4
2413,2.15,9.71
2414,2.12,10.26
2415,2.03,11.65
2416,2.04,12
2417,2.09,12
2418,2,11.92
2419,1.89,11.82
2420,1.85,11.8
2421,1.82,11.8
2422,1.84,11.71
2423,1.87,11.61
2424,1.87,10.24
2425,1.86,8.91
2426,1.84,9.42
2427,1.83,9.98
2428,1.82,10.96
2429,1.81,11.53
2430,1.74,9.5
2431,1.69,7.99
2432,1.71,8.3
2433,1.71,8.26
2434,1.68,7.45
2435,1.7,7.3
2436,1.78,8.21
2437,1.77,8.57
2438,1.66,8.27
2439,1.61,8.33
2440,1.63,8.75
2441,1.59,8.9
2442,1.54,8.9
2443,1.61,8.99
2444,1.7,9.09
2445,1.7,9.06
2446,1.7,9.03
2447,1.69,9
2448,1.69,8.97
2449,1.69,8.94
2450,1.68,8.91
2451,1.68,8.88
2452,1.67,8.85
2453,1.67,8.82
2454,1.67,8.79
2455,1.66,8.76
2456,1.66,8.73
2457,1.65,8.7
2458,1.65,8.67
2459,1.64,8.64
2460,1.64,8.61
2461,1.64,8.58
2462,1.63,8.55
2463,1.63,8.52
2464,1.62,8.49
2465,1.62,8.46
2466,1.62,8.43
2467,1.61,8.4
2468,1.61,8.37
2469,1.6,8.34
2470,1.6,8.31
2471,1.6,8.28
2472,1.59,8.25
2473,1.59,8.22
2474,1.58,8.19
2475,1.58,8.16
2476,1.58,8.12
2477,1.57,8.09
2478,1.57,8.06
2479,1.56,8.03
2480,1.56,8
2481,1.55,7.97
2482,1.55,7.94
2483,1.55,7.91
2484,1.54,7.88
2485,1.54,7.85
2486,1.53,7.82
2487,1.53,7.79
2488,1.53,7.76
2489,1.52,7.73
2490,1.52,7.7
2491,1.51,7.67
2492,1.51,7.65
2493,1.51,7.62
2494,1.5,7.59
2495,1.5,7.56
2496,1.49,7.53
2497,1.49,7.5
2498,1.49,7.47
2499,1.48,7.44
2500,1.48,7.41
2501,1.47,7.38
2502,1.47,7.35
2503,1.47,7.32
2504,1.46,7.29
2505,1.46,7.26
2506,1.45,7.23
2507,1.45,7.19
2508,1.44,7.16
2509,1.44,7.13
2510,1.44,7.1
2511,1.43,7.07
2512,1.43,7.04
2513,1.42,7.01
2514,1.42,6.98
2515,1.42,6.95
2516,1.41,6.92
2517,1.41,6.89
2518,1.4,6.86
2519,1.4,6.83
2520,1.4,6.8
2521,1.39,6.77
2522,1.39,6.74
2523,1.38,6.71
2524,1.38,6.68
2525,1.38,6.65
2526,1.37,6.62
2527,1.37,6.59
2528,1.36,6.56
2529,1.36,6.53
2530,1.36,6.5
2531,1.35,6.47
2532,1.35,6.44
2533,1.34,6.41
2534,1.34,6.38
2535,1.34,6.35
2536,1.33,6.32
2537,1.33,6.29
2538,1.32,6.26
2539,1.32,6.22
2540,1.31,6.19
2541,1.31,6.16
2542,1.31,6.13
2543,1.3,6.1
2544,1.3,6.07
2545,1.29,6.04
2546,1.29,6.01
2547,1.29,5.98
2548,1.28,5.95
2549,1.28,5.92
2550,1.27,5.89
2551,1.27,5.86
2552,1.27,5.83
2553,1.26,5.8
2554,1.26,5.77
2555,1.25,5.74
2556,1.25,5.71
2557,1.25,5.68
2558,1.24,5.65
2559,1.24,5.62
2560,1.23,5.6
2561,1.23,5.57
2562,1.23,5.54
2563,1.22,5.51
2564,1.22,5.48
2565,1.21,5.45
2566,1.21,5.42
2567,1.2,5.39
2568,1.2,5.36
2569,1.2,5.33
2570,1.19,5.28
2571,1.19,5.25
2572,1.18,5.23
2573,1.32,5.22
2574,1.48,5.22
2575,1.55,5.12
2576,1.63,5.02
2577,1.68,4.92
2578,1.72,4.84
2579,1.73,4.84
2580,1.75,5.1
2581,1.74,6.69
2582,1.74,7.91
2583,1.73,7.81
2584,1.74,8.28
2585,1.8,10.28
2586,1.85,11.59
2587,1.88,11.49
2588,1.89,11.39
2589,1.88,11.28
2590,1.85,10.12
2591,1.8,7.7
2592,1.79,6.69
2593,1.82,6.89
2594,1.82,6.97
2595,1.8,6.97
2596,1.75,7.16
2597,1.68,7.46
2598,1.67,9.15
2599,1.68,11.35
2600,1.68,11.96
2601,1.67,12.15
2602,1.63,11.95
2603,1.57,11.8
2604,1.5,11.8
2605,1.45,11.86
2606,1.47,12.06
2607,1.48,12.19
2608,1.49,12.19
2609,1.5,12.15
2610,1.52,12.04
2611,1.54,11.99
2612,1.58,11.99
2613,1.6,11.94
2614,1.6,11.84
2615,1.56,11.92
2616,1.49,12.12
2617,1.41,12.12
2618,1.33,12.02
2619,1.36,12.21
2620,1.44,12.51
2621,1.43,12.57
2622,1.4,12.56
2623,1.34,12.56
2624,1.28,12.56
2625,1.27,12.47
2626,1.26,12.38
2627,1.28,15.06
2628,1.29,17.59
2629,1.32,17.38
2630,1.35,17.22
2631,1.43,17.32
2632,1.48,17.34
2633,1.45,17.24
2634,1.44,17.16
2635,1.44,17.08
2636,1.45,17.01
2637,1.45,16.93
2638,1.45,16.86
2639,1.46,16.78
2640,1.46,16.7
2641,1.6,13.79
2642,1.64,13.18
2643,1.64,13.11
2644,1.64,13.03
2645,1.65,12.96
2646,1.65,12.8
2647,1.66,12.73
2648,1.67,12.47
2649,1.68,12.32
2650,1.69,12.16
2651,1.69,12.09
2652,1.69,12.01
2653,1.7,11.94
2654,1.7,11.86
2655,1.7,11.78
2656,1.71,11.71
2657,1.71,11.63
2658,1.72,11.56
2659,1.72,11.48
2660,1.72,11.4
2661,1.73,11.33
2662,1.73,11.25
2663,1.73,11.18
2664,1.74,11.1
2665,1.74,11.02
2666,1.75,10.95
2667,1.75,10.87
2668,1.75,10.8
2669,1.76,10.72
